application_number,billed_entity_number,billed_entity_name,district,funding_year,certified_date,function,service_type,form_pdf,rfp_url
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643829-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643828-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643823-SBHC2526%2007%20%20iBoss%20FWaaS.pdf
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643829-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643828-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643823-SBHC2526%2007%20%20iBoss%20FWaaS.pdf
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643829-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643828-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643823-SBHC2526%2007%20%20iBoss%20FWaaS.pdf
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643829-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643828-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643823-SBHC2526%2007%20%20iBoss%20FWaaS.pdf
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643829-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643828-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643823-SBHC2526%2007%20%20iBoss%20FWaaS.pdf
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643829-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643828-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643823-SBHC2526%2007%20%20iBoss%20FWaaS.pdf
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643829-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643823-SBHC2526%2007%20%20iBoss%20FWaaS.pdf
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643829-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643828-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643823-SBHC2526%2007%20%20iBoss%20FWaaS.pdf
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643829-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643828-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643823-SBHC2526%2007%20%20iBoss%20FWaaS.pdf
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643829-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643828-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643823-SBHC2526%2007%20%20iBoss%20FWaaS.pdf
260007206,127825,HIGHLANDS COUNTY SCHOOL DIST,Highlands County School District,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20644819-USAC_FCC_FORM_470_APPLICATION_260007206_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260007206/127825/20643829-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260006189,127641,ESCAMBIA COUNTY SCHOOL DIST,Escambia County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006189/127641/20646207-USAC_FCC_FORM_470_APPLICATION_260006189_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006189/127641/20645698-FY26_470_260006189%20Firewall.pdf
260007788,17031093,"Palm Bay Education Group, Inc.",,2026,2025-12-03,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007788/17031093/20675008-USAC_FCC_FORM_470_APPLICATION_260007788_CERTIFIED.pdf,
260007788,17031093,"Palm Bay Education Group, Inc.",,2026,2025-12-03,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260007788/17031093/20675008-USAC_FCC_FORM_470_APPLICATION_260007788_CERTIFIED.pdf,
260009204,17000165,Walton County School District,Walton County School District,2026,2025-12-09,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260009204/17000165/20706730-USAC_FCC_FORM_470_APPLICATION_260009204_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260009204/17000165/20706374-Walton%20FY26%20C2%20Proposed%20BOM.xlsx
260009204,17000165,Walton County School District,Walton County School District,2026,2025-12-09,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260009204/17000165/20706730-USAC_FCC_FORM_470_APPLICATION_260009204_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260009204/17000165/20706373-Walton%20FY26%20C2%20Specification.pdf
260009204,17000165,Walton County School District,Walton County School District,2026,2025-12-09,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260009204/17000165/20706730-USAC_FCC_FORM_470_APPLICATION_260009204_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260009204/17000165/20706374-Walton%20FY26%20C2%20Proposed%20BOM.xlsx
260009204,17000165,Walton County School District,Walton County School District,2026,2025-12-09,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260009204/17000165/20706730-USAC_FCC_FORM_470_APPLICATION_260009204_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260009204/17000165/20706373-Walton%20FY26%20C2%20Specification.pdf
260010281,127648,OKALOOSA COUNTY SCHOOL DIST,Okaloosa County School District,2026,2025-12-18,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260010281/127648/20753533-USAC_FCC_FORM_470_APPLICATION_260010281_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260010281/127648/20753379-ITB2605NetworkInfrastructure.pdf
260010323,17050302,BridgePrep Academy of Riverview,,2026,2025-12-19,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260010323/17050302/20755771-USAC_FCC_FORM_470_APPLICATION_260010323_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260010323/17050302/20736147-2026%20BridgePrep%20Riverview%20Equipment.xlsx
260010325,17050320,BridgePrep Academy of Village Green,,2026,2025-12-19,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260010325/17050320/20755796-USAC_FCC_FORM_470_APPLICATION_260010325_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260010325/17050320/20736170-2026%20BridgePrep%20VG%20Equipment.xlsx
260010328,17050298,BridgePrep Academy of Doral,,2026,2025-12-19,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260010328/17050298/20755891-USAC_FCC_FORM_470_APPLICATION_260010328_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260010328/17050298/20736213-2026%20BridgePrep%20Doral%20Equipment.xlsx
260013968,127626,CALHOUN COUNTY SCHOOL DISTRICT,Calhoun County School District,2026,2026-01-14,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260013968/127626/20886140-USAC_FCC_FORM_470_APPLICATION_260013968_CERTIFIED.pdf,
260013968,127626,CALHOUN COUNTY SCHOOL DISTRICT,Calhoun County School District,2026,2026-01-14,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260013968/127626/20886140-USAC_FCC_FORM_470_APPLICATION_260013968_CERTIFIED.pdf,
260014783,211833,ROWLETT ACADEMY,,2026,2026-01-15,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260014783/211833/20898566-USAC_FCC_FORM_470_APPLICATION_260014783_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260014783/211833/20898442-RFP%20%20C2%202026.xlsx
260014783,211833,ROWLETT ACADEMY,,2026,2026-01-15,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260014783/211833/20898566-USAC_FCC_FORM_470_APPLICATION_260014783_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260014783/211833/20898442-RFP%20%20C2%202026.xlsx
260010528,17004273,"Odyssey Charter Schools, Inc.",,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260010528/17004273/20957723-USAC_FCC_FORM_470_APPLICATION_260010528_CERTIFIED.pdf,
260010528,17004273,"Odyssey Charter Schools, Inc.",,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260010528/17004273/20957723-USAC_FCC_FORM_470_APPLICATION_260010528_CERTIFIED.pdf,
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956240-Category%20Two%20Internal%20Connections%20Version%2021.0%201.xlsm
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956235-IndianRiver%20CAT2%20Requests%202026.pdf
260015913,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2026,2026-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20958254-USAC_FCC_FORM_470_APPLICATION_260015913_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260015913/127706/20956242-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
